feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,Fraud
-0.219991253,-0.28898023,-0.063701757,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,-0.524332405,1.907187100775023,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.259116721,-0.28898023,-0.064600532,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.279611528,-0.28898023,-0.064644572,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.280134242,-0.28898023,-0.064666812,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.278512437,-0.28898023,-0.06475669,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,1
-0.279051207,-0.28898023,-0.064824098,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.280664284,-0.28898023,-0.064824233,-0.528003673,-0.261446802,-0.217132222,-0.22884291,2.387134830379863,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
1.874415234389903,-0.28898023,-0.154701853,-0.528003673,3.8248698840130015,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,-0.483650833,-0.524332405,1.907187100775023,-0.579174445,1.7375406812640732,-0.575526093,-0.579174445,0
-0.280667516,1.5799332090916844,-0.087293739,-0.528003673,3.8248698840130015,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
1.335645354830843,-0.28898023,-0.154701988,-0.528003673,3.8248698840130015,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,-0.483650833,-0.524332405,1.907187100775023,-0.579174445,1.7375406812640732,-0.575526093,-0.579174445,0
-0.280664284,-0.28898023,-0.154702123,-0.528003673,-0.261446802,-0.217132222,-0.22884291,2.387134830379863,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,1.7375406812640732,-0.575526093,-0.579174445,0
-0.108257922,-0.28898023,-0.161892456,1.8939262186630004,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,-0.483650833,-0.524332405,1.907187100775023,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280667516,-0.036676916,-0.10967982,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.280667516,-0.164386001,-0.105185946,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.280654521,-0.28898023,-0.105186488,-0.528003673,-0.261446802,-0.217132222,-0.22884291,2.387134830379863,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,1
-0.280667516,-0.239142539,-0.103388938,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.280667516,-0.102088887,-0.096648127,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.280667516,0.6080982205230051,-0.064292232,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.280667516,0.8323678332696234,-0.121153168,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
-0.275495326,-0.28898023,-0.121368874,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,-0.579174445,-0.575526093,1.7375406812640732,-0.579174445,0
0.6570636139864473,-0.28898023,-0.160476904,1.8939262186630004,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,-0.483650833,-0.524332405,1.907187100775023,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279859362,-0.28898023,-0.160510609,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.269892119,-0.28898023,-0.160959996,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280318394,-0.28898023,-0.160974556,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.272047198,-0.28898023,-0.161334066,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280279602,-0.28898023,-0.161350244,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280128747,-0.28898023,-0.161372713,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280236501,-0.28898023,-0.161390689,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280344255,-0.28898023,-0.16140417,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279589977,-0.28898023,-0.161449109,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.278943453,-0.28898023,-0.161521011,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279589977,-0.28898023,-0.16156595,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280020993,-0.28898023,-0.161592913,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280080257,-0.28898023,-0.161617405,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.278512437,-0.28898023,-0.161707282,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280667516,-0.251601962,-0.16035912,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,1.7375406812640732,-0.575526093,-0.579174445,1
-0.280128747,-0.28898023,-0.160381589,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,-0.579174445,1.7375406812640732,-0.575526093,-0.579174445,0
-0.275387572,-0.28898023,-0.160601789,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.269892119,-0.28898023,-0.161051177,-0.528003673,-0.261446802,-0.217132222,4.369809846576633,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.274741048,-0.28898023,-0.16129834,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.277973667,-0.28898023,-0.161410687,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280236501,-0.28898023,-0.161428662,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.277973667,-0.28898023,-0.161541009,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.276357357,-0.28898023,-0.161720764,-0.528003673,-0.261446802,-0.217132222,4.369809846576633,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.278512437,-0.28898023,-0.161810641,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280667516,-0.239142539,-0.160013092,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,-0.579174445,1.7375406812640732,-0.575526093,-0.579174445,0
-0.237501274,-0.28898023,-0.161813338,1.8939262186630004,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,-0.483650833,-0.524332405,1.907187100775023,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279805485,-0.28898023,-0.161849289,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.278512437,-0.28898023,-0.161939166,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279913239,-0.28898023,-0.161970623,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279805485,-0.28898023,-0.162006574,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279374469,-0.28898023,-0.162060501,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280236501,-0.28898023,-0.162078476,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280452009,-0.28898023,-0.162087464,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280667516,-0.282750519,-0.16186277,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
